species,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
Ceutorhynchus assimilis,319.6285503,442.4394905,154.931325,428.1035463,577.529657,73.89118302,172.4346388,115.4990948,160.0434485,70.07309202,57.84508324,10.60885598,320.1981223,209.4162392,386.4997154,7.600036193,31.67182238,43.32079378,143.11975,528.3393223,6.018984639,6.023798902,13.87280776,113.7207545,369.8071371,171.7767422,576.6018899,1.412671748,13.31658993,24.46522062,211.0871991,93.89492519,2.813161793,0,0,5.855161195,17.43428456,22.05305872,9.597515708,32.07692277,28.6040632,21.73270089,7.497158208,25.29980172,25.27001818,23.35769734,26.03028746,38.45710292,41.70022058,25.07095821,0,16.46674509,15.83591119,10.10818522,5.84162245,274.2195939,9.028476958,0,24.97105397,10.96103658,21.30576098,22.80222242,218.132461,38.14213719,22.63820288,29.61579338,10.68795945,7.717391112,11.25264717,10.71908184,17.7175346,17.56548359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chaetura pelagica,0,0,0,0,0,0,29.98863283,314.5975344,8.423339392,13.13870475,31.81479578,23.86992595,17.87152311,78.16239912,121.0722,106.4005067,116.6098915,51.98495254,56.95581888,15.79275148,472.4902941,158.1247212,187.2829048,87.68829261,9.131040421,112.490964,57.96526936,5.650686992,0,0,13.35994931,0,0,0,0,0,0,0,0,0,0,0,29.98863283,314.5975344,8.423339392,13.13870475,31.81479578,23.86992595,17.87152311,78.16239912,121.0722,106.4005067,116.6098915,51.98495254,56.95581888,15.79275148,472.4902941,158.1247212,187.2829048,87.68829261,9.131040421,112.490964,57.96526936,5.650686992,0,0,13.35994931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamaenerion angustifolium,119.1342778,184.6943668,76.78012567,102.3994073,110.3299581,84.0331101,158.939754,190.2985086,119.3306414,89.0512211,99.78276859,169.7416956,397.6413891,191.7190922,138.1464846,182.4008686,187.1516777,167.5070693,169.407051,94.75650889,111.3512158,90.35698353,112.3697429,109.6103658,308.9335343,145.9342235,106.7781278,81.93496138,146.4824892,136.4901782,212.4231941,109.3297074,78.76853019,58.95495013,68.14436385,73.18951494,39.22714026,57.88927913,20.56610509,18.50591699,91.26058259,47.81194195,98.96248835,128.6989913,81.42561412,74.45266027,95.44438734,186.9810866,297.8587185,115.0314553,65.19272308,182.4008686,166.9968816,124.1862755,70.0994694,81.83516677,111.3512158,69.27368737,84.62412734,90.42855176,197.8392091,60.80592646,86.94790404,113.0137398,193.090554,162.243042,64.1277567,108.0434756,120.9659571,52.25552398,83.1361239,96.61015972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chanos chanos,225.1928423,256.3668076,172.7552828,225.7721872,316.0067935,314.3997395,376.3573421,606.0952498,353.7802545,407.2998473,394.7926931,356.7227822,446.7880777,429.1558141,288.7106308,342.0016287,400.2166646,405.7714351,451.2653342,538.3892551,445.4048633,371.9695822,392.6004596,467.2141841,231.3196907,381.5571885,350.8424198,432.2775549,328.9197712,300.0208634,415.4944236,288.1159348,234.8990097,298.7944063,301.1980882,401.0785419,4.35857114,30.32295574,19.19503142,9.869822392,16.34517897,26.07924107,13.49488477,13.19989655,14.03889899,24.81755342,15.90739789,29.17435394,19.3608167,50.14191642,6.20883077,30.40014477,43.18884869,20.21637043,30.66851786,30.14979828,21.06644624,57.22608957,44.39298483,53.43505331,33.48048155,7.600740807,16.77942008,50.85618292,18.6432259,38.62929571,20.03992397,25.72463704,5.626323585,22.77804891,5.451549108,11.71032239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheilinus undulatus,26.15142684,11.02652936,109.6858938,29.60946718,24.51776846,70.99348957,11.99545313,2.199982758,16.84667878,110.9490624,11.56901665,2.652213994,26.80728466,17.69714697,62.0883077,12.66672699,2.87925658,8.664158757,5.84162245,17.22845616,27.08543087,3.011899451,0,5.480518288,24.34944112,9.120888969,16.77942008,0,2.663317986,0,4.007984794,21.86594148,2.813161793,2.67977046,2.725774554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheilosia urbana,20.33999866,48.24106594,37.01898916,29.60946718,79.00169836,27.52808779,26.98976955,46.19963792,70.19449493,29.19712167,53.506702,92.8274898,31.27516544,33.91953169,13.96986923,63.33363495,33.11145067,34.65663503,40.89135715,55.99248253,25.58068471,58.73203929,48.55482716,63.02596032,12.17472056,3.040296323,42.71125111,43.79282419,42.61308777,118.4631735,0,45.01811482,127.9988616,151.407031,152.643375,71.72572464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheilosia vulpina,23.24571275,45.4844336,27.42147345,17.27218919,47.67343867,52.15848213,43.48351761,95.69924997,106.6956323,26.27740951,127.2591831,151.1761977,62.55033088,75.21287463,52.77506154,122.8672518,103.6532369,106.857958,62.79744133,35.892617,31.59966935,37.64874314,38.84386173,83.5779039,16.74024077,12.16118529,36.60964381,90.41099187,161.1307381,117.1755303,25.38390369,34.72826,57.66981675,57.6150649,87.22478573,122.9583851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenopodium quinoa,13.07571342,17.91811021,9.597515708,12.33727799,20.43147371,11.59077381,35.9863594,39.59968964,28.07779797,14.59856084,14.46127081,58.34870787,37.23233981,14.74762248,41.90960769,35.46683557,27.35293751,36.10066149,40.89135715,27.27838892,36.11390783,43.67254204,55.49123104,95.90907005,68.48280316,28.88281507,53.38906388,16.95206097,27.96483885,36.05400933,14.69594424,52.73550593,56.26323585,48.23586829,29.98352009,40.98612837,13.07571342,17.91811021,9.597515708,12.33727799,20.43147371,11.59077381,35.9863594,39.59968964,28.07779797,14.59856084,14.46127081,58.34870787,37.23233981,14.74762248,41.90960769,35.46683557,27.35293751,36.10066149,40.89135715,27.27838892,36.11390783,43.67254204,55.49123104,95.90907005,68.48280316,28.88281507,53.38906388,16.95206097,27.96483885,36.05400933,14.69594424,52.73550593,56.26323585,48.23586829,29.98352009,40.98612837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilo suppressalis,328.3456926,504.4637182,430.5171332,555.1775096,521.6836288,554.908296,578.7806137,576.3954826,727.2149675,675.9133667,1009.396703,1593.98061,845.9187604,771.3006555,709.3589154,1830.34205,1664.210303,940.0612251,1028.125551,1033.70737,1301.605428,1582.753161,1362.309722,1301.623093,508.2945835,386.117633,903.0378805,856.0790792,1459.498256,1663.635002,570.4698357,661.1231719,548.5665496,604.2882388,806.829268,575.2695874,0,13.7831617,2.742147345,4.934911196,10.89678598,0,10.49602149,20.8998362,2.807779797,5.839424335,11.56901665,21.21771195,50.63598214,30.9700072,52.77506154,31.66681747,38.86996382,43.32079378,59.87663011,24.40697956,36.11390783,82.8272349,37.45658095,83.5779039,41.0896819,92.72903785,176.9466117,11.30137398,6.658294964,15.45171829,61.45576684,10.28985482,50.63691227,45.55609783,271.2145681,43.91370896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiloscyllium plagiosum,0,0,0,0,1.362098248,0,0,0,0,0,0,0,14.89293592,13.27286023,4.656623077,26.60012668,15.83591119,23.10442335,89.08474236,1.43570468,58.68510023,112.9462294,52.71666949,224.7012498,412.418659,136.8133345,12.2032146,2.825343496,5.326635972,0,0,0,0,0,0,4.391370896,0,0,0,0,1.362098248,0,0,0,0,0,0,0,14.89293592,13.27286023,4.656623077,26.60012668,15.83591119,23.10442335,89.08474236,1.43570468,58.68510023,112.9462294,52.71666949,224.7012498,412.418659,136.8133345,12.2032146,2.825343496,5.326635972,0,0,0,0,0,0,4.391370896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinchilla lanigera,29.05714094,2.75663234,9.597515708,6.168638995,16.34517897,11.59077381,5.997726567,30.79975861,11.23111919,0,11.56901665,54.37038688,23.82869748,35.39429394,9.313246154,41.80019906,28.7925658,25.99247627,26.28730102,0,6.018984639,33.13089396,27.74561552,31.51298016,21.30576098,31.92311139,12.2032146,53.68152642,49.27138274,28.32815019,18.70392904,2.572463704,46.41716958,66.99426151,39.52373103,55.62403135,49.39713959,62.02422764,10.96858938,22.20710038,29.96616145,17.38616071,53.9795391,85.79932756,8.423339392,11.67884867,52.06057491,21.21771195,53.61456932,32.44476945,43.46181539,7.600036193,17.27553948,20.21637043,20.44567857,8.614228081,12.03796928,0,2.774561552,35.62336887,28.91496133,34.96340771,3.050803651,8.476030487,0,7.725859143,17.36793411,7.717391112,2.813161793,0,5.451549108,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chironomus riparius,0,2.75663234,8.226442036,4.934911196,0,2.897693452,2.998863283,17.59986206,22.46223838,10.21899259,26.03028746,34.47878192,41.70022058,85.53621036,105.5501231,65.86698034,69.10215791,64.98119067,20.44567857,48.81395913,36.11390783,42.16659231,15.26008854,13.70129572,3.04368014,9.120888969,85.42250221,39.55480894,45.27640576,39.91693891,1.335994931,46.30434667,25.31845613,16.07862276,5.451549108,2.927580598,18.88714161,12.40484553,13.71073673,44.41420077,4.086294743,7.244233629,16.49374806,46.19963792,39.30891716,21.89784125,69.41409989,50.39206589,29.78587185,63.41477665,21.73090769,67.13365304,51.82661843,36.10066149,29.20811225,40.19973105,52.66611559,54.21419012,19.42193086,30.14285059,9.131040421,16.72162978,96.10031499,45.20549593,55.9296777,65.66980271,9.351964519,59.16666519,25.31845613,33.49713076,8.177323662,17.56548359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chiroxiphia lanceolata,11.62285637,15.16147787,86.37764138,4.934911196,5.448392991,31.87462797,8.99658985,8.799931032,2.807779797,30.65697776,0,0,7.446467961,0,15.52207692,0,0,0,5.84162245,0,15.0474616,0,0,9.590907005,21.30576098,44.08429668,0,0,0,0,12.02395438,5.144927408,0,0,0,0,11.62285637,15.16147787,86.37764138,4.934911196,5.448392991,31.87462797,8.99658985,8.799931032,2.807779797,30.65697776,0,0,7.446467961,0,15.52207692,0,0,0,5.84162245,0,15.0474616,0,0,9.590907005,21.30576098,44.08429668,0,0,0,0,12.02395438,5.144927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlainomonas sp. DL06,52.30285368,68.91580849,20.56610509,23.44082818,66.74281413,34.77232142,55.47897074,35.19972413,94.06062321,16.05841692,27.47641454,91.5013828,77.4432668,100.2838328,46.56623077,60.80028955,54.70587501,67.86924359,115.3720434,45.94254977,42.13289247,72.28558682,94.33509277,63.02596032,41.0896819,21.28207426,27.45723285,73.45893089,77.23622159,86.27209376,34.73586821,47.59057852,81.58169199,68.33414674,31.34640737,87.82741793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlamydomonas reinhardtii,2.905714094,79.94233785,5.484294691,43.18047297,24.51776846,5.795386903,32.98749612,20.8998362,28.07779797,14.59856084,83.8753707,29.17435394,65.52891806,36.86905619,29.49194616,38.00018097,23.03405264,38.9887144,140.1989388,97.62791825,84.26578494,150.5949725,199.7684317,368.5648549,12.17472056,10.64103713,54.91446571,8.476030487,21.30654389,5.150572762,46.7598226,25.72463704,2.813161793,0,2.725774554,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorella variabilis,674.1256697,467.2491816,211.1453456,433.0384575,588.426443,266.5877976,676.2436704,586.295405,311.6635575,167.8834496,235.7187142,240.0253665,533.167106,418.8324783,400.4695846,206.4676499,240.4179244,268.5889215,242.4273317,193.8201318,126.3986774,237.9400566,188.6701855,215.1103428,400.2439385,264.5057801,315.7581778,169.5206097,183.768941,194.4341218,244.4870724,201.9384008,301.0083118,369.8083235,423.8579432,316.1787045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorocebus sabaeus,88.62427986,118.5351906,50.72972589,75.25739574,74.91540362,72.44233629,67.47442387,52.79958619,74.40616463,26.27740951,76.64473529,76.91420583,84.88973476,87.01097261,79.16259231,83.60039813,109.41175,101.0818522,75.94109184,58.86389189,97.80850038,54.21419012,48.55482716,64.39608989,63.91728295,57.76563014,128.1337533,69.22091565,39.94976979,50.21808443,93.51964519,102.8985482,67.51588302,60.29483536,54.51549108,48.30507986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroclysta siterata,33.41571208,44.10611744,124.7677042,55.51775096,211.1252284,439.0005579,169.4357755,348.6972671,207.775705,344.5260357,634.8497885,245.3297945,277.0086082,218.2648126,212.6524539,172.2674871,306.6408257,352.3424561,200.0755689,433.5828134,165.5220776,94.8748327,178.9592201,90.42855176,63.91728295,59.2857783,100.6765205,162.457251,82.56285756,39.91693891,56.11178711,117.0470985,91.42775826,231.8001448,158.0949241,305.9321724,5.811428187,39.97116893,82.26442036,24.67455598,12.25888423,60.85156249,14.99431642,10.99991379,28.07779797,102.1899259,44.82993951,2.652213994,8.935761554,17.69714697,32.59636154,15.20007239,30.23219409,17.32831751,33.58932909,31.58550296,52.66611559,1.505949725,0,6.85064786,22.82760105,36.48355588,38.13504563,0,2.663317986,1.28764319,30.72788342,45.01811482,0,5.359540921,2.725774554,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chondrosia reniformis,49.39713959,85.45560253,16.45288407,25.90828378,24.51776846,8.693080355,22.49147462,28.59977585,23.86612828,20.43798517,17.35352497,42.43542391,31.27516544,33.91953169,41.90960769,49.40023526,37.43033553,37.54468795,20.44567857,63.17100593,36.11390783,40.66064259,8.323684656,30.14285059,41.0896819,44.08429668,61.01607301,22.60274797,58.59299569,27.040507,38.74385301,64.3115926,5.626323585,41.53644214,5.451549108,20.49306418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chorisquilla excavata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42193086,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromadora sp. 201794557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.59960343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.66044746,0,0,0,0,0,0,0,0,0
Chromadorita leuckarti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.38616071,0,48.39962068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysochloris asiatica,0,0,0,0,0,0,95.96362506,105.5991724,32.28946767,43.79568251,73.75248113,23.86992595,50.63598214,70.78858788,45.01402308,25.33345398,35.99070724,33.21260857,20.44567857,11.48563744,3.009492319,15.05949725,13.87280776,41.10388716,3.04368014,0,3.050803651,0,2.663317986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysodeixis includens,249.8914121,328.0392484,260.5039978,578.6183377,474.0101902,475.2217261,272.8965588,329.9974137,405.7241807,487.5919319,611.7117552,465.463556,405.0878571,274.3057781,372.5298462,397.7352275,596.006112,397.1072763,384.0866761,433.5828134,495.0614865,362.9338838,353.7565979,378.1557619,461.1175413,586.7771903,218.132461,418.1508374,499.3721223,441.6616143,704.0693288,436.0325978,216.613458,174.1850799,868.1591955,247.3805605,14.52857047,0,0,0,5.448392991,24.63039434,0,6.599948274,0,2.919712167,128.7053102,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9702496,110.9708158,27.45723285,22.60274797,0,6.438215952,5.343979725,0,0,0,654.185893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysolina oricalcia,639.2571006,683.6448202,396.2402914,615.6301717,518.9594324,347.7232142,499.3107367,450.9964654,318.683007,470.0736589,675.3413468,867.2739761,589.7602625,519.1163112,474.9755539,1209.672427,1157.461145,678.6924359,763.7921353,723.5951588,865.2290418,936.7007292,893.4088198,1067.330937,598.0831476,424.1213371,578.1272918,1774.315715,1536.734478,2261.101442,571.8058306,551.7934645,627.3350798,472.9794863,617.3879365,646.9953121,318.1756932,493.4371888,261.8750715,514.4644922,445.406127,244.8550967,293.8886018,384.9969826,308.8557777,402.9202791,590.019849,726.7066344,344.0268198,333.296268,381.8430923,701.7366752,725.5726581,540.0658958,433.7404669,518.2893895,591.3652408,778.5760081,668.669334,794.6751518,372.8508172,287.3080025,454.5697439,1501.670068,992.0859497,1615.992204,387.4385301,518.3514363,634.3679842,564.0916819,592.8559655,585.5161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysometa alboguttata,0,0,0,0,2.724196495,0,8.99658985,103.3991896,2.807779797,2.919712167,8.676762486,11.93496297,19.3608167,17.69714697,63.64051539,29.13347207,57.58513159,11.55221168,8.762433674,0,206.1502239,51.20229067,67.97675803,45.21427588,6.087360281,30.40296323,64.06687666,0,0,0,0,0,0,0,0,0,0,0,0,0,2.724196495,0,8.99658985,103.3991896,2.807779797,2.919712167,8.676762486,11.93496297,19.3608167,17.69714697,63.64051539,29.13347207,57.58513159,11.55221168,8.762433674,0,206.1502239,51.20229067,67.97675803,45.21427588,6.087360281,30.40296323,64.06687666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysoperla carnea,56.66142483,181.9377344,305.749429,150.5147915,123.9509405,178.2081473,164.9374806,150.6988189,134.7734303,182.4820105,227.0419517,323.5701073,135.5257169,115.0314553,282.5018,376.2017916,372.8637271,196.3875985,138.7385332,96.19221357,97.80850038,85.83913435,266.357909,145.2337346,121.7472056,141.373779,111.3543332,206.2500752,287.6383425,369.5535957,301.9348545,102.8985482,171.6028693,170.1654242,182.6268951,153.6979814,33.41571208,48.24106594,23.30825243,34.54437837,35.41455444,28.97693452,25.49033791,47.2996293,29.48168787,46.71539468,23.1380333,72.93588484,29.78587185,23.59619596,54.32726923,57.00027145,59.02475988,54.87300546,20.44567857,57.42818721,37.61865399,31.62494423,178.9592201,41.10388716,45.65520211,71.44696359,50.33826023,73.45893089,127.8392633,173.8318307,208.4152093,50.16304223,63.29614033,93.79196612,99.49077122,92.21878882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysoteuchia culmella,693.0128113,1021.332282,1131.13578,915.4260269,803.6379661,1015.641555,1237.031104,863.4932325,899.8934251,1124.089184,747.6477009,579.5087577,1063.355625,1089.849301,1558.416523,610.5362409,731.3311712,704.6849122,1235.503148,585.7675095,641.021864,569.2489962,579.8833644,757.6816534,1658.805677,687.106969,851.1742185,526.926562,471.4072835,475.1403373,658.6455011,798.7499801,478.2375047,364.4487826,357.0764666,393.7595904,1094.001356,1437.583765,633.4360368,973.4112334,301.0237127,567.9479165,830.6851295,494.9961205,408.5319605,908.030484,389.0081848,249.3081155,708.9037499,592.8544235,1088.097592,287.5347027,436.2073718,447.6482024,573.9394057,275.6552986,412.3004478,263.541202,220.5776434,400.0778351,1386.396304,583.736894,514.0604151,86.17297662,175.7789871,171.2565443,832.3248422,1164.039826,167.3831267,107.1908184,117.2083058,102.4653209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cicer arietinum,225.1928423,315.6344029,91.86193607,164.0857973,88.5363861,56.50502231,80.96930865,185.898543,58.96337574,108.0293502,89.65987902,111.3929878,308.2837736,179.9209942,76.05817693,165.9341236,146.8420856,167.5070693,150.4217781,77.52805273,90.28476958,143.0652239,86.01140811,121.9415319,123.2690457,117.0514084,103.7273241,46.61816768,31.95981583,141.640751,253.8390369,104.18478,98.46066274,81.73299904,84.49901118,74.65330524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladophialophora yegresii,0,0,0,0,2.724196495,0,0,0,0,1.459856084,0,1.326106997,8.935761554,13.27286023,4.656623077,15.20007239,37.43033553,20.21637043,195.6943521,11.48563744,69.21832335,167.1604195,94.33509277,460.3635362,315.0208945,121.6118529,24.4064292,5.650686992,0,0,1.335994931,0,0,0,0,2.927580598,0,0,0,0,2.724196495,0,0,0,0,1.459856084,0,1.326106997,8.935761554,13.27286023,4.656623077,15.20007239,37.43033553,20.21637043,195.6943521,11.48563744,69.21832335,167.1604195,94.33509277,460.3635362,315.0208945,121.6118529,24.4064292,5.650686992,0,0,1.335994931,0,0,0,0,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cladophora sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.55221168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climaconeis cf. scalaris,23.24571275,5.513264679,13.71073673,11.10355019,34.05245619,11.59077381,287.8908752,413.5967585,21.05834848,11.67884867,5.784508324,9.28274898,895.065449,420.3072406,766.7906,58.26694415,102.2136086,125.630302,270.1750383,38.76402636,121.8844389,233.4222074,133.1789545,179.4869739,980.0650052,750.9531918,993.0365882,15.53938923,23.96986187,2.575286381,367.3986061,5.144927408,22.50529434,14.73873753,16.35464732,36.59475747,26.15142684,2.75663234,8.226442036,6.168638995,38.13875093,7.244233629,305.8840549,468.5963275,33.69335757,18.97812909,11.56901665,15.91328396,920.38344,443.9034365,735.7464462,27.86679938,30.23219409,18.77234397,270.1750383,38.76402636,75.23730798,131.0176261,80.46228501,68.5064786,1015.067327,563.9749679,221.1832647,7.06335874,15.97990791,1.28764319,336.6707227,9.003622964,16.87897076,20.09827845,12.26598549,38.05854777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climaconeis riddleae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.49524495,0,0,0,0,0,0,0,0,0,0,30.4368014,0,0,0,0,0,0,0,0,0,0,0
