species,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36
Agonopterix subpropinquella,1294.495629,1226.701391,230.340377,952.4378609,855.3976995,223.1223958,1261.022011,1832.585637,498.380914,287.5916485,1094.7182,1413.630059,2157.986415,1395.125086,1199.856546,910.7376705,1661.331046,1264.967178,1635.654286,282.833822,782.468003,912.6055336,948.9000508,1515.363307,875.0580404,373.9564477,366.0964381,257.1062581,419.4725828,390.1558867,311.286819,165.9239089,201.1410682,172.8451947,159.4578114,221.0323351,1073.661358,923.4718338,134.3652199,714.3283956,640.1861764,126.0496652,925.1493229,1476.188431,356.5880343,218.9784125,905.2755527,1201.452939,1776.727256,1082.47549,771.4472231,659.9364761,1292.786204,1061.359448,1261.790449,188.0773131,493.5567404,730.3856168,767.1662691,1212.564671,451.9865009,161.1357051,219.6578628,285.3596931,438.1158087,477.7156237,66.79974656,109.3297074,230.679267,164.8058833,186.715557,275.1925762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriopis aurantiaria,168.5314174,277.0415501,101.4594518,245.511832,226.1083091,81.13541665,133.4494161,169.3986724,174.0823474,191.241147,164.8584872,299.7001813,189.1402862,169.5976585,223.5179077,305.2681204,351.2693027,228.1561806,211.7588138,221.0985207,203.1407316,356.9100849,321.84914,457.6232771,223.7104903,223.4617797,201.3530409,505.7364858,338.2413842,469.9897645,285.9029153,217.373183,279.9095984,301.4741768,546.5177981,329.3528172,17.43428456,28.94463957,6.855368363,3.701183397,8.172589486,14.48846726,13.49488477,19.79984482,25.27001818,18.97812909,11.56901665,33.15267493,13.40364233,20.64667147,10.86545385,31.66681747,21.59442435,11.55221168,27.74770664,1.43570468,9.028476958,3.011899451,4.161842328,2.740259144,6.087360281,6.080592646,0,1.412671748,26.63317986,38.62929571,18.70392904,12.86231852,49.23033137,53.59540921,19.08042188,45.37749926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriopis marginaria,92.982851,248.0969106,94.60408341,130.7751467,95.34687734,104.3169643,130.4505528,109.9991379,137.5812101,72.99280418,218.3651892,205.5465845,141.4828913,122.4052666,97.78908462,248.267849,152.6005987,183.3913603,188.392324,447.9398602,245.273624,91.86293325,101.2714967,141.1233459,70.00464323,79.0477044,170.8450044,149.7432053,227.7136878,202.1599809,88.17566547,277.82608,168.7897076,192.9434732,110.3938694,206.3944321,47.94428254,107.5086612,176.8685038,85.12721813,28.6040632,166.6173735,71.9727188,32.99974137,49.13614645,151.8250327,99.78276859,35.80488892,40.21092699,26.54572046,100.8935,160.8674328,110.8513783,92.4176934,39.43095153,70.34952933,75.23730798,46.68444149,20.80921164,54.80518288,44.13336204,53.20518565,64.06687666,62.15755691,105.2010604,108.162028,72.14372629,141.4855037,120.9659571,123.2694412,57.24126564,131.7411269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriotes lineatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.742147345,8.636094593,9.534687734,5.795386903,8.99658985,19.79984482,14.03889899,0,11.56901665,21.21771195,2.978587185,11.79809798,0,29.13347207,20.15479606,11.55221168,17.52486735,14.3570468,24.07593855,30.11899451,11.09824621,35.62336887,0,7.600740807,7.627009126,19.77740447,19.97488489,48.93044124,4.007984794,5.144927408,28.13161793,6.699426151,19.08042188,8.782741793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriphila geniculea,999.5656482,773.2353713,692.3922047,979.5798724,1014.763194,609.9644716,1142.566911,863.4932325,1100.649681,703.6506323,1700.645447,1119.234306,1024.633991,1316.962687,1566.177562,841.0706721,912.7243357,1348.720713,1356.716814,654.6813342,899.8382035,1493.902128,1326.240422,1598.941211,1412.267585,421.0810407,982.3587755,644.178317,548.6435051,329.6366568,379.4225605,508.0615815,251.7779804,253.2383085,197.6186552,206.3944321,957.4327938,489.3022403,361.9634496,755.041413,760.0508222,410.0236234,827.6862662,621.4951291,960.2606907,347.4457479,1537.233087,944.1881819,777.4112552,1094.273588,1331.7942,668.803185,777.3992765,1179.769617,1198.993008,587.2032142,833.6293725,1439.687938,1252.714541,1498.921752,1215.950216,252.3445948,846.598013,597.5601494,504.6987583,280.7062155,160.3193918,427.0289749,178.6357738,195.6232436,145.8289386,136.1324978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agriphila tristella,325.4399785,169.5328889,218.0007139,207.2662702,227.4704074,223.1223958,235.4107677,255.1979999,279.3740898,194.1608591,232.82646,212.1771195,367.8555173,274.3057781,201.787,345.8016468,303.7615691,180.5033074,334.4328852,271.3481846,246.7783702,545.1538006,575.7215221,586.4154569,193.2736889,115.5312603,314.232776,189.2980142,219.7237338,234.3510607,287.2389102,194.2210096,208.1739727,225.1007187,237.1423862,231.2788672,146.7385617,48.24106594,37.01898916,57.98520655,84.45009135,17.38616071,82.46874029,113.299112,50.54003635,0,28.92254162,5.304427988,129.5685425,88.48573486,37.25298462,43.06687176,57.58513159,31.76858211,93.46595919,43.07114041,52.66611559,364.4398336,396.7623019,372.6752436,41.0896819,30.40296323,39.66044746,8.476030487,5.326635972,15.45171829,89.5116604,2.572463704,0,10.71908184,2.725774554,7.318951494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrochola circellaris,65.37856711,35.83622042,272.8436609,17.27218919,20.43147371,73.89118302,148.4437325,294.7976896,53.34781615,58.39424335,23.1380333,11.93496297,437.8523161,302.3262608,465.6623077,176.0675051,135.3250592,241.1524187,192.7735408,348.8762373,88.78002342,403.5945264,283.0052783,348.0129113,216.10129,515.3302267,1497.944592,45.20549593,26.63317986,11.58878871,240.4790876,39.87318741,4.219742689,5.359540921,2.725774554,11.71032239,62.47285301,37.21453659,75.40905199,50.58283976,136.2098248,136.1915922,214.4187248,380.5970171,91.25284341,183.9418665,105.5672769,140.5673417,473.5953623,389.3372334,546.3771077,260.934576,287.925658,333.5701121,284.7790944,353.1833513,368.6628091,728.8796671,541.0395027,665.882972,310.4553743,594.3779311,1688.619821,509.974501,150.4774662,133.9148918,281.8949305,192.9347778,78.76853019,119.2497855,89.95056028,124.4221754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrochola macilenta,209.2114147,252.2318591,213.8874929,183.8254421,156.6412985,254.9970238,242.9079259,255.1979999,136.1773202,354.7450283,254.5183662,364.6794242,321.6874159,196.1433789,585.1823,440.8020992,318.157852,199.2756514,391.3887041,305.8050969,463.4618172,478.8920127,499.4210794,428.8505561,780.703956,681.0263764,433.2141184,175.1712967,300.9549324,260.1039245,391.4465149,196.7934734,194.1081637,198.3030141,155.3691496,175.6548359,81.35999462,150.2364625,42.50328385,124.6065077,62.65651939,52.15848213,119.9545313,84.69933618,42.11669696,71.5329481,89.65987902,123.3279507,98.29337709,75.21287463,395.8129616,206.4676499,118.0495198,66.42521713,188.392324,122.0348978,186.5885238,352.3922358,330.1728247,260.3246187,640.6946696,519.8906712,245.5896939,48.03083943,110.5276964,123.6137463,259.1830167,23.15217334,88.61459647,143.3677196,126.7485168,76.11709554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrotis puta,46.4914255,133.6966685,34.27684182,98.69822392,65.38071589,94.17503718,115.4562364,69.29945688,88.44506362,59.85409943,111.3517852,169.7416956,74.46467961,110.6071686,86.92363077,182.4008686,227.4612698,166.0630428,273.0958495,166.5417429,145.9603775,447.2670685,582.6579259,541.201181,1547.711351,7675.228067,149.4893789,204.8374034,179.773964,306.4590793,1902.456782,109.3297074,153.3173177,135.3284083,109.0309822,150.7704008,5.811428187,24.80969106,9.597515708,14.80473359,12.25888423,39.1188616,20.99204298,4.399965516,2.807779797,13.13870475,33.26092286,2.652213994,5.957174369,7.373811238,3.104415385,19.00009048,23.03405264,11.55221168,5.84162245,61.73530125,30.09492319,10.54164808,0,28.77272101,7.609200351,6.080592646,32.03343833,39.55480894,7.989953957,154.5171829,8.015969588,12.86231852,0,2.67977046,5.451549108,5.855161195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ailanthus altissimus,1368.591338,1014.440701,692.3922047,829.0650809,242.4534881,381.0466889,370.3596155,288.1977413,193.736806,378.1027257,329.7169745,167.0894816,263.6049658,265.4572046,769.8950154,210.267668,299.4426843,219.4920218,268.7146327,348.8762373,427.3479093,234.9281572,227.5140473,304.168765,899.4074815,504.6891896,305.0803651,103.1250376,162.4623971,256.2409949,526.3820029,348.5688319,94.24092005,124.6093264,73.59591296,124.4221754,123.492849,195.7208961,174.1263564,238.1094652,100.7952703,147.782366,104.9602149,138.5989138,88.44506362,248.1755342,237.1648413,116.6974157,113.186313,123.8800288,114.8633692,121.6005791,169.8761382,101.0818522,110.9908265,334.5191905,230.2261624,109.93433,119.3061467,158.9350304,127.8345659,80.56785256,132.7099588,66.39557215,134.4975583,194.4341218,112.2235742,212.2282556,53.45007406,91.11219566,54.51549108,81.97225673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaria nana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.451549108,0
Alexandrium ostenfeldii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.474762248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandrium pseudogonyaulax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.725859143,0,0,0,0,0,0
Alexandrium tamarense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.050803651,0,0,0,0,0,0,8.039311381,0,0
Alitta succinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.8996792,265.2544972,0,0,0,0,0,0
Alitta virens,88.62427986,118.5351906,76.78012567,55.51775096,235.6429968,126.0496652,208.4209982,316.7975171,168.4667878,125.5476232,128.7053102,173.7200166,165.3115887,243.3357709,158.3251846,229.2677585,251.9349507,196.3875985,154.8029949,129.2134212,303.9587243,558.7073481,495.259237,209.6298245,48.69888225,86.64844521,237.9626847,2102.055561,43962.05833,21703.22598,93.51964519,222.5181104,277.0964366,416.7043066,354.350692,146.3790299,21.7928557,28.94463957,35.64791549,17.27218919,187.9695582,94.17503718,148.4437325,300.2976465,108.0995222,106.5694941,101.2288957,116.6974157,99.78267068,144.5267003,128.8332385,163.4007782,172.7553948,137.1825136,96.38677042,91.88509953,245.273624,484.9158116,438.3807252,154.8246416,28.91496133,25.84251875,183.048219,1921.233577,41442.55952,20346.05005,30.72788342,176.2137637,229.2726861,352.3898155,337.9960447,118.5670142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allacma fusca,0,13.7831617,0,0,2.724196495,2.897693452,0,0,0,11.67884867,131.5975644,2.652213994,0,0,17.07428462,3.800018097,8.637769739,2.888052919,0,21.5355702,0,0,0,0,0,0,12.2032146,0,0,0,0,14.14855037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allantophomopsis cytisporea,23.24571275,49.61938211,5.484294691,39.47928957,12.25888423,47.81194195,56.97840238,26.3997931,44.92447676,36.49640209,36.15317702,41.10931691,84.88973476,30.9700072,34.14856923,40.53352637,47.50773356,60.6491113,52.57460205,20.09986552,39.12340015,34.63684369,33.29473862,19.18181401,38.04600176,18.24177794,74.74468944,36.72946545,29.29649784,19.31464786,26.71989863,36.01449186,14.06580896,30.8173603,27.25774554,20.49306418,31.96285503,74.42907317,21.93717876,55.51775096,17.70727722,36.22116815,86.96703521,47.2996293,44.92447676,65.69352376,41.93768535,67.63145685,122.1220746,56.04096541,58.98389231,88.66708892,53.26624672,82.30950819,58.4162245,40.19973105,45.14238479,51.20229067,44.39298483,42.47401673,63.91728295,62.32607462,102.2019223,70.6335874,49.27138274,48.93044124,45.42382766,64.3115926,22.50529434,46.89598306,27.25774554,23.42064478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alligator mississippiensis,0,0,0,0,0,0,0,10.99991379,0,26.27740951,18.79965205,0,2.978587185,0,0,5.066690796,0,0,2.920811225,0,0,6.023798902,58.26579259,0,4.565520211,168.7364459,334.0629997,0,0,0,64.1277567,0,0,0,13.62887277,0,0,0,0,0,0,0,0,10.99991379,0,26.27740951,18.79965205,0,2.978587185,0,0,5.066690796,0,0,2.920811225,0,0,6.023798902,58.26579259,0,4.565520211,168.7364459,334.0629997,0,0,0,64.1277567,0,0,0,13.62887277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allogromiina sp.,5.811428187,0,2.742147345,0,6.810491238,11.59077381,8.99658985,282.6977844,14.03889899,29.19712167,102.6750227,84.87084781,20.85011029,50.14191642,378.7386769,0,7.198141449,77.97742881,13.14365051,1.43570468,12.03796928,7.529748627,12.48552698,8.220777433,0,0,67.11768031,26.84076321,13.31658993,0,0,6.43115926,7.032904482,16.07862276,9.540210939,27.81201568,5.811428187,0,2.742147345,0,6.810491238,14.48846726,11.99545313,347.5972758,14.03889899,29.19712167,120.0285477,106.0885598,20.85011029,60.46525215,428.4093231,0,10.07739803,89.52964049,13.14365051,1.43570468,12.03796928,9.035698353,12.48552698,13.70129572,0,0,86.94790404,26.84076321,13.31658993,0,0,6.43115926,7.032904482,16.07862276,9.540210939,29.27580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allophyes oxyacanthae,812.1470892,379.0369467,488.1022275,563.8136042,335.0761689,359.313988,368.8601838,300.2976465,224.6223838,483.2123637,416.4845993,340.8094982,482.5311239,383.4381844,670.5537231,580.1360961,545.6191218,374.002853,833.8916047,706.3667027,576.3177792,853.8734943,968.3219817,778.2335969,1543.145831,1359.012456,835.9202002,185.059999,263.6684806,243.364563,503.6700891,200.6521689,215.2068771,231.8001448,220.7877389,163.9445135,342.874263,110.2652936,239.9378927,272.6538436,104.8815651,79.68656992,32.98749612,39.59968964,33.69335757,84.67165285,21.69190621,7.956641982,105.7398451,64.88953889,68.29713847,184.934214,263.451977,134.2944607,334.4328852,377.5903309,337.0631398,620.4512869,738.0333728,446.6622405,625.4762689,909.0486006,674.2276068,42.38015244,41.28142878,18.02700467,97.52762998,24.43840519,2.813161793,24.11793414,13.62887277,2.927580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alloplasta piceator,15.98142751,37.21453659,16.45288407,17.27218919,43.58714392,15.93731398,53.9795391,135.2989396,28.07779797,94.89064544,76.64473529,30.50046093,218.9261581,131.25384,131.9376539,40.53352637,71.98141449,28.88052919,122.6740714,63.17100593,37.61865399,96.38078243,152.6008854,34.2532393,115.6598453,542.6928937,768.8025199,149.7432053,111.8593554,59.23158676,284.5669204,27.01086889,39.3842651,17.41850799,36.79795648,24.88443508,4.35857114,0,2.742147345,2.467455598,5.448392991,0,26.98976955,107.7991551,1.403889899,65.69352376,28.92254162,0,204.0332221,84.06144811,91.58025385,2.533345398,21.59442435,21.66039689,94.92636481,2.87140936,3.009492319,46.68444149,83.23684656,4.110388716,94.35408435,524.4511157,733.7182779,5.650686992,0,0,252.503042,0,0,0,4.088661831,1.463790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alsophila aescularia,377.7428322,908.3103559,446.9700173,664.9792837,561.184478,440.4494047,466.3232405,562.0955947,666.8477019,454.015242,1194.500969,1242.562256,628.4818959,718.2092146,732.6420308,1722.674871,983.2661219,581.9426632,977.0113547,1412.733405,1119.531143,683.7011754,668.669334,1152.27897,333.2829754,442.363115,756.5993053,728.9386219,952.1361799,764.8600552,570.4698357,625.1086801,399.4689745,355.069586,395.2373103,412.7888643,212.1171288,458.9792846,212.5164193,529.2692258,314.6446952,121.703125,182.9306603,222.1982586,349.5685848,183.9418665,662.3262031,590.1176137,303.8158928,343.6196037,487.3932154,948.7378515,401.6562929,215.1599425,591.464273,990.6362293,687.668995,501.4812586,547.9759065,896.0647401,413.9404991,416.5205963,683.3800177,218.9641209,342.2363612,253.6657085,324.6467683,308.6956445,42.19742689,50.91563875,80.41034934,33.66717687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternaria atra,36.32142617,4.13494851,89.11978872,44.41420077,36.77665269,21.73270089,5.997726567,0,21.05834848,14.59856084,8.676762486,0,29.78587185,11.79809798,29.49194616,5.066690796,0,0,0,0,3.009492319,0,0,0,21.30576098,10.64103713,1.525401825,2.825343496,0,0,26.71989863,9.003622964,0,0,0,1.463790299,36.32142617,4.13494851,89.11978872,44.41420077,36.77665269,21.73270089,5.997726567,0,21.05834848,14.59856084,8.676762486,0,29.78587185,11.79809798,29.49194616,5.066690796,0,0,0,0,3.009492319,0,0,0,21.30576098,10.64103713,1.525401825,2.825343496,0,0,26.71989863,9.003622964,0,0,0,1.463790299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alternaria rosae,114.7757067,135.0749846,12.33966305,85.12721813,53.12183166,5.795386903,19.49261134,24.19981034,2.807779797,0,8.676762486,2.652213994,47.65739495,56.04096541,34.14856923,0,2.87925658,11.55221168,24.82689541,0,1.50474616,1.505949725,0,10.96103658,0,12.16118529,0,0,0,0,16.03193918,0,5.626323585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amaranthus hypochondriacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.373811238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amblyraja radiata,0,0,10.96858938,2.467455598,10.89678598,7.244233629,2.998863283,9.899922411,14.03889899,10.21899259,5.784508324,58.34870787,1.489293592,20.64667147,15.52207692,31.66681747,23.03405264,18.77234397,5.84162245,5.742818721,6.018984639,9.035698353,13.87280776,27.40259144,3.04368014,1.520148161,19.83022373,28.25343496,21.30654389,30.90343657,4.007984794,1.286231852,49.23033137,56.27517967,27.25774554,35.13096717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amblyteles armatorius,14.52857047,44.10611744,45.2454312,40.71301737,17.70727722,23.18154761,5.997726567,4.399965516,5.615559595,27.73726559,10.12288957,6.630534985,5.957174369,11.79809798,27.93973846,5.066690796,15.83591119,11.55221168,5.84162245,33.02120764,16.55220776,0,2.774561552,2.740259144,10.65288049,3.040296323,12.2032146,14.12671748,5.326635972,3.862929571,0,55.30796964,2.813161793,0,2.725774554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphimedon queenslandica,20.33999866,13.7831617,16.45288407,7.402366794,10.89678598,17.38616071,17.9931797,27.49978447,22.46223838,2.919712167,23.1380333,42.43542391,23.82869748,50.14191642,21.73090769,21.53343588,37.43033553,40.43274086,43.81216837,34.45691232,40.62814631,39.15469286,30.52017707,36.99349845,27.39312126,6.080592646,32.03343833,50.85618292,55.9296777,41.2045821,5.343979725,15.43478222,43.60400779,26.7977046,25.89485826,32.20338657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphipoea oculea,47.94428254,60.64591147,30.1636208,51.81656756,98.07107383,114.4588913,160.4391857,128.6989913,64.57893534,86.13150894,95.44438734,82.21863382,281.4764889,197.6181412,100.8935,159.6007601,195.7894474,158.8429105,385.5470817,142.1347633,297.9397396,429.1956718,294.1035245,675.473879,648.3038699,246.2640022,125.0829497,72.04625914,134.4975583,146.7913237,76.15171108,81.03260667,104.0869863,121.929556,88.58767301,121.4945948,0,0,0,2.467455598,4.086294743,1.448846726,0,0,0,0,0,0,5.957174369,28.0204827,12.41766154,19.00009048,21.59442435,11.55221168,163.5654286,21.5355702,138.4366467,245.4698052,129.0171122,508.3180712,556.9934657,171.7767422,61.01607301,8.476030487,3.994976979,7.725859143,4.007984794,10.28985482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphiprion ocellaris,82.81285167,99.23876423,83.63549403,51.81656756,147.1066107,81.13541665,107.9590782,96.79924135,95.46451311,46.71539468,86.76762486,236.0470455,105.7398451,187.2948054,91.58025385,140.6006696,123.8080329,184.8353868,150.4217781,77.52805273,81.25629262,143.0652239,460.5772176,157.5649008,66.96096309,79.0477044,74.74468944,429.4522114,272.9900935,392.7311731,364.7266162,104.18478,248.9648186,274.6764722,402.0517467,250.3081411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87925658,0,0,0,0,9.035698353,305.2017707,0,0,4.560444484,12.2032146,145.50519,61.25631367,190.5711922,281.8949305,46.30434667,21.09871344,71.0139172,173.0866842,29.27580598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphiprora alata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56549796,0,0,12.41766154,15.20007239,0,20.21637043,0,0,0,12.0475978,22.19649242,16.44155487,0,0,0,0,0,0,0,0,0,0,0,0
Amphiprora paludosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.17086175,102.4045813,0,101.3895883,0,0,0,0,0,0,0,0,0,0,0,0
Amphipyra berbera,2112.454146,1121.949362,649.8889208,1328.72484,1789.797097,809.9053198,2001.741242,3649.771395,1510.585531,1251.096664,1388.281998,1003.862997,4289.165546,3184.011693,2612.365546,1115.938648,1492.894537,1949.43572,2244.643426,773.8448226,1286.557967,1588.77696,1176.414098,2763.551347,3474.36088,2404.874391,712.3626524,515.625188,878.8949353,506.0437739,1297.251078,464.3296986,347.4254814,384.5470611,452.478576,471.3404762,23.24571275,42.72780127,152.1891777,56.75147876,55.84602815,57.95386903,49.48124417,64.89949136,78.61783433,129.9271914,114.2440394,179.0244446,37.23233981,53.09144091,121.0722,276.1346484,161.2383685,114.0780903,311.0663954,50.24966381,203.1407316,513.5288564,331.5601055,838.5192981,707.6556327,231.0625205,117.4559405,161.0445793,139.8241943,140.3531078,4.007984794,70.74275186,260.2174658,138.0081787,163.5464732,204.9306418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
