Species,FDMP22H001643-1a_L1_CXD_0801,FDMP22H001643-1a_L1_CXD_0802,FDMP22H001643-1a_L1_CXD_0803,FDMP22H001643-1a_L1_CXD_0804,FDMP22H001643-1a_L1_CXD_0805,FDMP22H001643-1a_L1_CXD_0806,FDMP22H001643-1a_L1_CXD_0807,FDMP22H001643-1a_L1_CXD_0808,FDMP22H001643-1a_L1_CXD_0809,FDMP22H001643-1a_L1_CXD_0810,FDMP22H001643-1a_L1_CXD_0811,FDMP22H001643-1a_L1_CXD_0812,FDMP22H001643-1a_L1_CXD_1001,FDMP22H001970-1a_L1_CXD_1002,FDMP22H001970-1a_L1_CXD_1003,FDMP22H001970-1a_L1_CXD_1004,FDMP22H001643-1a_L1_CXD_1005,FDMP22H001643-1a_L1_CXD_1006,FDMP22H001643-1a_L1_CXD_1007,FDMP22H001643-1a_L1_CXD_1008,FDMP22H001643-1a_L1_CXD_1009,FDMP22H001643-1a_L1_CXD_1010,FDMP22H001970-1a_L1_CXD_1011,FDMP22H001643-1a_L1_CXD_1012,FDMP22H001970-1a_L1_CXD_1013,FDMP22H001970-1a_L1_CXD_1014,FDMP22H001970-1a_L1_CXD_1015,FDMP22H001970-1a_L1_CXD_1201,FDMP22H001643-1a_L1_CXD_1202,FDMP22H001643-1a_L1_CXD_1203,FDMP22H001643-1a_L1_CXD_1204,FDMP22H001643-1a_L1_CXD_1205,FDMP22H001643-1a_L1_CXD_1206,FDMP22H001643-1a_L1_CXD_1207,FDMP22H001970-1a_L1_CXD_1208,FDMP22H001643-1a_L1_CXD_1209,FDMP22H001643-1a_L1_CXD_1210,FDMP22H001643-1a_L1_CXD_1211,FDMP22H001643-1a_L1_CXD_1212,FDMP22H001643-1a_L1_CXD_1213,FDMP22H001643-1a_L1_CXD_1214,FDMP22H001643-1a_L1_CXD_1215,FDMP22H001643-1a_L1_CXD_0202,FDMP22H001643-1a_L1_CXD_0203,FDMP22H001643-1a_L1_CXD_0204,FDMP22H001643-1a_L1_CXD_0205,FDMP22H001643-1a_L1_CXD_0206,FDMP22H001643-1a_L1_CXD_0207,FDMP22H001644-1a_L1_CXD_0208,FDMP22H001644-1a_L1_CXD_0209,FDMP22H001644-1a_L1_CXD_0210,FDMP22H001644-1a_L1_CXD_0211,FDMP22H001644-1a_L1_CXD_0212,FDMP22H001644-1a_L1_CXD_0213,FDMP22H001644-1a_L1_CXD_0214,FDMP22H001644-1a_L1_CXD_0215,FDMP22H001644-1a_L1_CXD_1401,FDMP22H001644-1a_L1_CXD_1402,FDMP22H001644-1a_L1_CXD_1403,FDMP22H001644-1a_L1_CXD_1404,FDMP22H001644-1a_L1_CXD_1405,FDMP22H001644-1a_L1_CXD_1406,FDMP22H001644-1a_L1_CXD_1407,FDMP22H001644-1a_L1_CXD_1408,FDMP22H001644-1a_L1_CXD_1409,FDMP22H001644-1a_L1_CXD_1410,FDMP22H001644-1a_L1_CXD_1411,FDMP22H001644-1a_L1_CXD_1412,FDMP22H001644-1a_L1_CXD_1413,FDMP22H001644-1a_L1_CXD_1414,FDMP22H001644-1a_L1_CXD_1415,FDMP22H001644-1a_L1_CXD_1601,FDMP22H001644-1a_L1_CXD_1602,FDMP22H001644-1a_L1_CXD_1603,FDMP22H001644-1a_L1_CXD_1604,FDMP22H001644-1a_L1_CXD_1605,FDMP22H001644-1a_L1_CXD_1606,FDMP22H001644-1a_L1_CXD_1607,FDMP22H001644-1a_L1_CXD_1608,FDMP22H001644-1a_L1_CXD_1609,FDMP22H001644-1a_L1_CXD_1610,FDMP22H001644-1a_L1_CXD_1611,FDMP22H001644-1a_L1_CXD_1612,FDMP22H001644-1a_L1_CXD_1613,FDMP22H001644-1a_L1_CXD_1614
Echinodermata_XX,2,2,2,0,0,0,3,20,9,0,0,7,0,0,0,0,0,12,9,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Eimeriidae,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embryophyceae_XX,8,10,15,27,24,7,11,9,17,121,6,73,13,17,33,23,96,12,7,0,3,33,0,66,20,19,52,24,12,0,0,6,0,9,0,22,2,9,0,7,14,4,0,0,0,24,0,16,18,12,37,16,18,22,16,0,18,91,95,125,78,144,200,81,115,48,30,21,34,17,13,104,24,22,36,66,11,18,5,22,28,20,34,51,85
Endomyxa-Phytomyxea_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Endomyxa_Novel-clade-9,29,45,15,19,28,42,15,33,12,50,40,32,24,128,49,64,9,27,46,53,16,16,70,38,112,141,12,15,23,10,8,21,17,5,54,4,25,8,0,10,6,16,29,9,0,8,4,8,0,0,0,0,0,0,0,4,7,3,0,3,4,0,5,8,4,7,6,5,11,4,0,38,0,25,15,2,18,19,0,24,46,30,32,50,3
Endomyxa_XX,50,9,4,22,7,0,0,8,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Enoplea_X,0,0,4,0,0,2,0,5,6,0,3,11,0,0,0,0,0,2,0,0,0,5,0,5,8,7,49,8,6,4,8,8,7,5,54,7,0,0,2,0,0,0,0,0,2,0,12,6,4,0,0,0,0,0,6,0,11,0,12,0,0,0,0,0,0,0,6,9,21,0,0,0,14,4,6,2,5,9,0,13,55,8,3,12,0
Entomoneidaceae,1189,1198,934,1464,2134,2277,1510,1322,1775,1059,1129,1409,1020,347,665,740,2148,2266,1672,1375,1170,1184,1162,925,2300,1608,2326,7097,16045,13663,15213,12902,15483,10135,10562,6877,13008,11108,10447,6645,9182,12967,6321,5055,5983,5589,4572,4808,1396,2003,1864,2504,2752,1700,1268,1221,983,1531,1406,1302,851,1241,1196,1319,1988,948,560,588,490,399,287,835,1021,1585,893,1543,1757,2136,272,890,923,1039,1004,939,394
Epalxellidae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ephelotidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esquamulidae,6,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,14,2,2,0,6,10,0,0,0,10,0,0,3,7,0,0,0,3,0,0,6,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euglyphida_X,8,20,0,7,0,7,10,5,0,0,0,6,0,11,8,0,5,0,0,10,0,5,11,0,0,0,0,0,3,0,4,0,4,0,13,0,0,9,0,0,0,0,0,10,0,6,0,6,7,0,0,0,0,0,11,9,3,4,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Eugregarinorida_EUG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eugregarinorida_EUG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eupodiscaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eustigmatophyceae_XX,64,106,47,109,78,111,41,75,49,30,36,57,30,61,42,36,39,45,32,71,23,19,36,31,77,58,39,49,33,23,9,46,21,55,50,42,33,44,11,25,0,12,8,16,24,14,9,20,5,17,15,2,0,7,0,11,6,7,14,16,20,9,14,0,14,21,4,12,12,6,7,19,18,42,22,12,9,16,0,16,31,16,12,14,9
Eutintinnidae,41,104,0,29,6,22,4,3,3,4,0,13,0,0,0,0,0,0,0,3,0,4,21,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,17,0,3,0,0,7,0,0,0,0,0,27,9,13,5,0,0,0,12,0,0,2,2,80,108,55,11,2
Filosa-Granofilosea_XX,0,0,0,0,0,0,0,0,0,0,6,0,4,10,2,0,3,2,2,0,0,0,50,0,25,108,8,5,0,5,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filosa-Imbricatea_XX,26,17,9,12,40,41,21,17,0,16,12,25,39,51,20,34,25,38,36,36,23,27,39,18,69,70,20,26,8,8,20,2,19,3,20,0,5,9,5,2,4,4,4,5,5,0,4,0,0,0,0,0,0,0,4,6,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,11
Filosa-Thecofilosea_XX,7,3,0,0,7,0,0,0,4,3,8,10,5,3,16,8,28,17,15,5,5,9,11,9,9,17,5,0,3,5,12,5,0,0,7,3,14,5,5,5,5,4,18,6,3,2,12,2,0,0,2,0,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,0,3,0,0,0,0,0,2,0,0,0,3
Flabellulidae,240,226,116,372,89,97,106,71,86,45,124,118,40,37,40,18,23,25,24,0,7,8,29,27,63,40,3,38,0,20,22,0,13,7,30,11,3,11,15,49,8,0,0,18,11,11,19,18,15,14,39,43,12,0,0,8,48,88,38,29,42,29,0,27,20,13,3,0,19,28,0,52,37,44,22,29,0,0,14,18,28,44,32,12,48
Florenciellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foettingeriidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragilariaceae,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontoniidae_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gastrotricha_XX,26,0,7,0,131,256,9,32,10,11,20,102,6,12,16,32,12,41,11,176,28,39,63,15,4,0,5,5,3,4,0,22,0,0,4,2,0,4,0,0,0,3,0,8,3,8,3,4,3,0,0,4,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Glissomonadida_Clade-Y,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gomphonemataceae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goniomonadales_X,0,0,0,0,2,0,0,4,0,0,0,0,0,21,7,0,0,7,6,0,0,7,3,3,4,19,4,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0
Gonyaulacaceae,16,14,33,23,33,400,0,2,8,3,11,20,37,265,24,50,75,3872,26,27,4,23,84,9,19,117,195,42,10,276,9,6,13,3,107,18,13,18,38,68,17,281,14,4,13,11,4,37,0,0,0,0,0,2,18,7,0,12,18,17,8,10,6,5,29,8,41,41,11,82,362,13,7,472,48,64,9,8,13,26,19,41,633,65,0
Gregarinidae,5,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,2,0,3
Gregarinomorphea_X_GRE1_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregarinomorphea_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnodiniaceae,82,250,168,111,98,81,125,104,65,79,139,122,17,0,165,119,128,16,163,133,0,208,359,147,28,0,88,0,25,0,13,111,0,22,265,46,9,120,6,0,72,0,3,26,0,16,85,91,0,0,0,0,0,0,24,113,96,147,64,28,0,39,62,0,0,33,103,204,151,230,591,23,56,135,87,105,76,146,36,198,851,1353,1064,309,40
Gymnodiniales_X,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haliphthorales,4,0,0,11,0,0,0,0,0,0,6,4,0,3,6,4,0,0,3,6,0,0,13,2,30,19,17,9,0,4,5,0,0,5,10,11,11,9,0,12,0,0,9,6,13,15,13,0,0,0,3,5,6,0,0,0,27,10,22,13,6,28,0,0,6,0,2,0,15,9,0,0,0,9,0,2,0,3,0,0,18,15,12,4,0
Haptoglossales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haptoria_2_X,0,5,0,3,3,0,0,0,0,2,3,0,0,11,18,0,5,0,4,7,2,4,15,0,15,10,0,0,0,0,0,2,0,3,11,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
Hartmannellidae,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,0,2,0,30,0,0,2,0,3,8,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Hartmannulidae,0,0,0,0,2,4,0,0,0,0,0,4,8,13,0,10,4,2,4,3,0,0,7,0,27,6,4,13,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,2,0,39,30,20,21,18,30,20,19,85,208,83,58,68,286,31,116,27,15,14,16,41,54,14,43,0,12,3,16,0,0,0,0,24,54,2,12,8
he2-lineage,28,13,0,39,0,16,5,18,0,6,4,26,14,31,0,4,12,27,19,28,0,36,59,38,35,80,35,24,15,4,12,23,6,5,60,14,11,12,0,7,0,0,7,10,0,8,10,2,0,0,0,0,0,0,0,11,0,3,0,6,2,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,2,0,0,0,0,0,0,27
Heliopeltaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
Hemiaulaceae,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,6,5,5,0,0,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,0,2,0,3,0,0,0
Hemidiscaceae,0,5,0,0,0,0,0,0,2,0,6,0,0,0,10,5,0,4,0,5,8,0,14,6,23,26,0,6,10,9,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemiselmidaceae,4,7,0,5,0,5,0,0,6,0,0,0,17,40,39,18,6,17,18,11,5,26,31,4,9,44,19,17,11,5,4,16,13,12,12,0,8,7,0,0,0,3,0,5,0,0,5,3,0,3,0,3,4,3,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,0,2,7,4,0,0,8,0,0,5,0,0,3,0
Hemiselmidaceae:nucl,0,0,3,0,0,7,0,2,0,5,0,0,7,48,3,17,0,0,2,0,2,7,42,0,15,28,13,6,0,0,3,0,3,0,6,0,0,3,0,0,0,0,0,0,2,3,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,10,5,12,0,0,0,0,0,9,13,0,8
Heterobranchia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterocapsaceae,142,168,290,77,117,136,98,84,168,109,116,132,56,93,103,71,114,68,77,137,75,300,375,102,340,423,357,113,88,70,96,58,68,125,248,84,87,91,152,75,63,62,43,40,45,73,42,48,10,0,29,0,22,14,31,49,45,154,0,24,36,17,35,26,50,59,154,228,211,508,541,58,96,138,116,93,98,96,73,208,474,1132,485,341,148
Heteroconchia,6,32,5,0,21,0,40,15,0,10,5,12,0,0,0,0,7,0,25,16,7,3,0,0,0,0,0,0,7,5,41,4,0,10,0,2,0,2,0,0,0,0,14,0,0,5,2,0,0,0,0,0,0,6,0,0,6,11,13,34,14,15,12,9,11,22,15,33,23,28,236,50,13,19,13,8,19,13,12,19,72,32,21,346,0
Holostichidae,0,4,0,0,0,0,0,0,0,0,0,8,0,7,10,5,0,0,0,0,0,0,9,7,4,5,11,7,0,0,0,11,0,0,11,14,0,0,2,2,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,5,0,0,2,3,0,0,0,0,0,0,0,3,3,0,2,2,0,2,0,4,0,0,0,0,4,2,9,3,0
Hydrozoa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrurales_X,47,72,40,73,53,82,44,42,74,91,64,85,40,19,26,39,75,49,46,52,66,87,65,72,74,71,123,102,195,113,139,115,229,289,274,249,287,259,162,138,216,188,164,227,196,329,284,216,42,60,51,69,131,102,76,83,24,33,13,59,19,38,44,27,69,47,33,41,31,15,10,26,26,57,30,53,54,69,20,47,28,23,46,35,12
Hyphochrytriaceae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypotrichia_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Ichthyobodonidae,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Ichthyophonida_XX,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,6,16,13,11,19,360,13,0,160,7,354,0,2,11,15,6,5,56,6,12,25,9,24,0,0,0,5,0,0,55,0,0,27,0
Ichthyosponidales,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imbricatea_XX,0,0,0,8,0,0,0,0,0,0,4,5,0,0,14,10,3,4,3,0,0,0,7,0,4,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Insecta,10,21,85,19,26,1219,19,14,17,4,21,53,0,7,136,11,2,218,7,5,3,4,11,0,5,0,24,6,0,153,5,0,0,0,0,6,0,0,9,0,0,154,3,2,8,2,0,2,10,29,0,0,11,14,10,13,119,384,14,55,0,423,7,2,7,6,6,5,33,83,0,31,0,9,3,2,3,62,0,9,45,98,0,22,0
Isotrichidae_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isotrichidae_2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathablepharidida_X,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0
Kinorhyncha_XX,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kryptoperidiniaceae,4,0,8,0,0,5,0,0,5,24,0,3,0,0,0,5,5,0,0,14,0,8,17,0,32,24,27,3,0,2,0,8,0,0,0,0,3,3,0,0,0,0,3,5,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,5,9,0,3,0
Labyrinthulaceae,69,31,45,66,36,25,14,32,50,5,45,44,71,130,143,93,41,40,49,40,13,45,174,41,94,140,71,45,0,14,45,29,25,19,133,43,29,50,38,29,11,8,11,17,13,7,19,12,0,10,12,19,0,10,15,25,73,55,10,37,20,2,12,3,15,11,19,38,65,53,0,43,47,27,23,24,17,24,0,27,93,124,141,133,49
Labyrinthulomycetes_LAB1/6/8,0,5,0,0,0,5,8,2,5,0,3,13,0,3,14,9,8,4,9,9,0,0,8,0,8,8,0,0,2,7,2,0,2,9,2,12,4,5,0,0,3,4,0,5,7,0,2,3,0,0,3,6,0,5,0,0,0,2,0,2,0,0,0,0,0,3,5,0,4,0,2,2,0,8,2,0,0,0,0,6,0,2,3,18,0
