Species,FDMP22H001643-1a_L1_CXD_0801,FDMP22H001643-1a_L1_CXD_0802,FDMP22H001643-1a_L1_CXD_0803,FDMP22H001643-1a_L1_CXD_0804,FDMP22H001643-1a_L1_CXD_0805,FDMP22H001643-1a_L1_CXD_0806,FDMP22H001643-1a_L1_CXD_0807,FDMP22H001643-1a_L1_CXD_0808,FDMP22H001643-1a_L1_CXD_0809,FDMP22H001643-1a_L1_CXD_0810,FDMP22H001643-1a_L1_CXD_0811,FDMP22H001643-1a_L1_CXD_0812,FDMP22H001643-1a_L1_CXD_1001,FDMP22H001970-1a_L1_CXD_1002,FDMP22H001970-1a_L1_CXD_1003,FDMP22H001970-1a_L1_CXD_1004,FDMP22H001643-1a_L1_CXD_1005,FDMP22H001643-1a_L1_CXD_1006,FDMP22H001643-1a_L1_CXD_1007,FDMP22H001643-1a_L1_CXD_1008,FDMP22H001643-1a_L1_CXD_1009,FDMP22H001643-1a_L1_CXD_1010,FDMP22H001970-1a_L1_CXD_1011,FDMP22H001643-1a_L1_CXD_1012,FDMP22H001970-1a_L1_CXD_1013,FDMP22H001970-1a_L1_CXD_1014,FDMP22H001970-1a_L1_CXD_1015,FDMP22H001970-1a_L1_CXD_1201,FDMP22H001643-1a_L1_CXD_1202,FDMP22H001643-1a_L1_CXD_1203,FDMP22H001643-1a_L1_CXD_1204,FDMP22H001643-1a_L1_CXD_1205,FDMP22H001643-1a_L1_CXD_1206,FDMP22H001643-1a_L1_CXD_1207,FDMP22H001970-1a_L1_CXD_1208,FDMP22H001643-1a_L1_CXD_1209,FDMP22H001643-1a_L1_CXD_1210,FDMP22H001643-1a_L1_CXD_1211,FDMP22H001643-1a_L1_CXD_1212,FDMP22H001643-1a_L1_CXD_1213,FDMP22H001643-1a_L1_CXD_1214,FDMP22H001643-1a_L1_CXD_1215,FDMP22H001643-1a_L1_CXD_0202,FDMP22H001643-1a_L1_CXD_0203,FDMP22H001643-1a_L1_CXD_0204,FDMP22H001643-1a_L1_CXD_0205,FDMP22H001643-1a_L1_CXD_0206,FDMP22H001643-1a_L1_CXD_0207,FDMP22H001644-1a_L1_CXD_0208,FDMP22H001644-1a_L1_CXD_0209,FDMP22H001644-1a_L1_CXD_0210,FDMP22H001644-1a_L1_CXD_0211,FDMP22H001644-1a_L1_CXD_0212,FDMP22H001644-1a_L1_CXD_0213,FDMP22H001644-1a_L1_CXD_0214,FDMP22H001644-1a_L1_CXD_0215,FDMP22H001644-1a_L1_CXD_1401,FDMP22H001644-1a_L1_CXD_1402,FDMP22H001644-1a_L1_CXD_1403,FDMP22H001644-1a_L1_CXD_1404,FDMP22H001644-1a_L1_CXD_1405,FDMP22H001644-1a_L1_CXD_1406,FDMP22H001644-1a_L1_CXD_1407,FDMP22H001644-1a_L1_CXD_1408,FDMP22H001644-1a_L1_CXD_1409,FDMP22H001644-1a_L1_CXD_1410,FDMP22H001644-1a_L1_CXD_1411,FDMP22H001644-1a_L1_CXD_1412,FDMP22H001644-1a_L1_CXD_1413,FDMP22H001644-1a_L1_CXD_1414,FDMP22H001644-1a_L1_CXD_1415,FDMP22H001644-1a_L1_CXD_1601,FDMP22H001644-1a_L1_CXD_1602,FDMP22H001644-1a_L1_CXD_1603,FDMP22H001644-1a_L1_CXD_1604,FDMP22H001644-1a_L1_CXD_1605,FDMP22H001644-1a_L1_CXD_1606,FDMP22H001644-1a_L1_CXD_1607,FDMP22H001644-1a_L1_CXD_1608,FDMP22H001644-1a_L1_CXD_1609,FDMP22H001644-1a_L1_CXD_1610,FDMP22H001644-1a_L1_CXD_1611,FDMP22H001644-1a_L1_CXD_1612,FDMP22H001644-1a_L1_CXD_1613,FDMP22H001644-1a_L1_CXD_1614
Abeoformidae_Group_MAIP_1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Abeoformidae_Group_MAIP_2,4,4,8,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
Acantharea_B2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acantharea_E2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acantharea_F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acanthoecidae,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Acanthoecidae_Group_G,3,23,4,3,4,3,0,0,0,0,0,0,8,56,30,14,16,6,0,7,8,0,16,6,0,7,3,0,0,0,2,9,4,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,0,5,0,4,0,0,0,0,5,2,0,0,0,0,3,3,5,0,7,0
Achnanthaceae,0,0,7,10,0,11,14,0,15,5,0,15,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,18,0,0,7,6,0,0,0,0,0,0,0,0,0,12,7,0,7,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,13,12,0,0,2,0
Achnanthidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinocephalidae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agitatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allobodonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alphamonaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphidiniopsidaceae,99,294,103,160,66,45,108,57,143,21,144,110,45,232,87,95,32,31,66,79,74,69,473,86,453,1196,186,109,57,34,81,65,36,46,356,50,62,183,21,68,29,11,26,21,39,28,52,30,15,16,21,18,5,6,31,57,19,52,35,29,31,0,18,20,21,33,197,498,85,154,846,59,47,122,27,31,13,23,23,140,149,662,220,160,234
Amphidomataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,12,0,0
Amphifilaceae,5,21,2,0,0,3,4,0,0,35,3,4,0,3,3,2,8,10,3,4,0,34,0,0,17,7,3,3,2,0,3,0,0,2,22,23,4,14,2,2,10,3,22,0,4,9,2,10,4,6,16,8,5,4,7,35,47,12,3,23,5,21,10,10,6,3,4,10,0,0,3,6,0,4,11,3,0,2,0,0,0,4,0,0,7
Amphipleuraceae,682,298,230,416,523,464,228,261,198,139,256,297,310,187,196,193,508,453,265,240,131,177,171,139,124,94,105,123,341,225,138,173,76,70,93,75,351,129,106,223,270,258,129,100,0,39,83,73,0,0,0,41,38,18,34,30,36,33,0,0,12,8,25,35,16,15,42,26,39,30,45,0,21,33,10,53,21,23,13,25,47,50,15,43,29
Anaulaceae,28,7,7,10,0,0,0,0,0,0,0,11,15,0,13,9,3,11,0,16,4,17,23,9,0,12,13,0,7,0,8,0,0,0,12,7,13,0,10,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,3,6,5,0,0,0,0,0,14,0,0,0
Ancyromonadida_Group-1,14,6,6,0,6,0,0,6,0,0,0,0,0,41,17,18,21,10,4,0,3,14,37,2,24,70,37,0,0,0,0,9,3,3,21,0,5,2,0,0,5,3,8,6,0,3,0,0,0,25,5,14,9,5,0,0,34,8,45,53,34,673,15,34,78,16,11,0,13,10,8,354,43,55,14,83,5,6,2,9,9,11,18,4,12
Annelida_XX,609,301,360,170,351,222,22290,3982,2855,24033,247,2171,566,96,1506,165,370,281,2805,876,27082,4762,628,19602,4793,54,198,73,125,35,1235,194,1881,1252,471,1089,366,1766,145,40,370,28,1377,242,1780,1420,48,1352,3561,112,126,34,68,224,3866,295,83,980,491,38,567,279,175,196,541,1201,16129,3415,704,14234,7647,170,885,328,411,375,225,533,44663,1032,484,1786,20752,252,1180
Anoecales_X,0,0,3,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Anomalodesmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anomoeoneidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthozoa,14,34,17,18,0,3,6,6,9,0,6,15,5,14,19,9,0,3,0,0,0,0,6,0,0,7,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,6,0,0,0,3,10,7,4,0,0,0,4,0,2,0,6,7,11,8,10,0,3,0,9,0,0,3,6,28,28,26,4,3,0,9,5,0,7,3,0
Aplacophora_X,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apusomonadidae_Group-1_X,73,60,81,95,94,12,107,62,70,41,74,62,90,143,146,155,121,89,190,219,53,66,110,50,147,226,120,83,90,62,175,57,112,38,130,112,59,121,57,44,59,138,776,220,138,67,116,53,0,2,72,11,56,51,52,54,41,43,35,121,77,100,516,66,476,107,69,61,63,76,19,5,39,95,95,125,93,306,6,87,76,62,57,70,31
Arachnida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archosauria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Asterionellopsidaceae,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,56,0,26,9,15,11,7,0,4,21,14,18,73,21,19,51,5,0,3,0,5,7,0,7,46,9,42,9,6,0
Bacillariaceae,1139,1212,862,920,919,1156,946,1047,796,595,822,1070,1164,1488,1320,1245,1261,1385,1462,1422,675,1054,1675,1049,1756,1735,1399,1163,1308,1178,1315,1150,1038,910,1552,901,1627,1517,963,1064,1218,1475,1558,1343,1087,1075,1305,1233,790,520,627,617,1087,1053,1890,1195,1438,1815,702,1696,959,941,603,682,1381,1028,1893,1603,2004,1414,1323,1451,1369,1344,888,1456,1505,1892,830,2751,3165,3436,1438,3005,2118
Bacillariophyceae_XX,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangiaceae,0,33,0,0,0,0,29,6,3,3,6,26,0,0,0,23,0,0,36,0,0,4,0,16,0,0,0,18,15,0,191,15,9,11,0,21,41,264,23,30,34,22,113,81,44,66,181,219,32,52,36,508,2287,107,30,55,33,39,12,24,0,0,0,25,170,2,0,0,0,0,0,0,0,4,0,34,81,0,0,0,0,0,0,0,0
Bathycoccaceae,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
Berkeleyaceae,126,178,91,93,118,131,59,109,118,63,166,140,136,106,148,83,165,146,106,181,88,143,414,137,158,155,178,123,155,141,131,142,158,94,317,123,272,250,133,126,228,228,149,201,141,157,303,160,73,22,57,62,88,54,80,77,31,46,24,29,37,14,17,16,49,42,62,64,24,55,131,28,30,26,28,24,34,22,26,36,23,55,81,19,176
Bicoecaceae,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,5,0,2,5,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Bodomorphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bodonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Borghiellaceae,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botuliformidae,275,301,302,609,720,373,346,279,203,117,497,314,76,98,106,159,441,190,192,141,76,67,89,100,303,149,151,158,290,97,184,113,54,42,156,81,81,51,80,191,252,98,116,98,65,64,135,51,90,50,139,108,91,60,88,247,68,96,663,105,122,83,111,146,125,65,76,111,62,62,50,33,111,91,164,139,145,106,34,247,81,72,151,44,217
Breviata-lineage,4,0,0,11,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breviatea_XXXX,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,3,0,0,7,0,0,0,61,0,0,0,0,2,0,0,0
Caecitellaceae,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caenogastropoda,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,8,25,8,0,0,3,0,2,0,7,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafeteriaceae,0,0,0,0,0,0,0,5,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,3,4,0,0,0,0
Carpediemonadidae,0,2,16,5,2,5,2,0,0,2,0,14,0,0,0,6,28,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catenulaceae,1344,1319,1248,1290,1350,1633,1040,1322,1041,898,1052,1514,1473,2681,2053,2214,1834,2241,1954,2208,1167,1673,2109,1390,1568,2015,1159,1363,1109,1152,1133,1451,948,964,1193,1109,1298,1269,943,1026,1017,1314,1251,1370,982,1211,1114,1091,524,541,786,1140,935,925,857,996,432,521,640,549,408,515,279,454,970,621,688,762,609,337,413,405,797,1464,610,1224,965,1020,340,1421,931,860,740,933,914
CCW10-lineage,0,4,34,22,29,21,18,9,21,19,26,19,11,16,5,10,15,13,0,14,0,61,32,5,22,42,38,5,34,11,18,28,25,11,62,32,21,0,12,13,17,21,34,18,16,11,11,17,15,9,10,22,17,19,16,19,24,24,13,34,7,0,0,0,4,8,8,0,12,9,49,0,0,0,0,0,0,0,0,0,16,10,0,0,20
Centroplasthelida_XXXX,8,4,5,0,3,8,3,0,6,18,0,20,5,89,17,49,16,2,5,31,2,38,15,3,37,52,6,29,3,6,0,10,0,4,14,0,7,0,0,0,0,0,0,0,0,9,0,2,0,12,0,3,0,0,0,0,0,4,2,10,3,7,0,4,0,0,0,0,4,0,0,40,17,339,41,60,7,15,3,12,14,59,44,67,39
Cephalochordata_XX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cercomonadidae,32,59,9,35,14,8,24,13,8,4,37,47,7,0,2,0,9,2,13,5,0,19,8,33,31,25,11,23,17,11,27,9,14,6,53,88,14,22,4,7,25,10,15,7,6,6,18,52,6,31,10,3,7,0,7,19,3,0,2,0,0,0,0,0,0,3,0,2,0,2,5,0,0,4,0,0,0,0,0,0,0,0,2,0,20
Cercozoa_XXX,11,25,13,14,29,12,38,16,18,21,18,32,21,85,59,70,40,15,48,34,17,8,54,22,51,49,21,17,18,0,9,11,22,9,13,3,24,15,9,10,12,6,0,12,7,12,22,25,6,8,15,4,13,8,13,5,8,0,4,6,12,3,5,11,29,4,15,13,9,7,9,0,2,9,2,3,17,10,0,7,6,9,0,3,4
Chaetocerotaceae,120,84,86,64,63,111,66,78,67,37,69,123,49,56,18,50,52,64,56,90,25,20,88,83,77,91,70,84,21,37,43,64,32,23,126,62,58,42,22,23,32,44,28,61,31,7,49,83,42,10,25,60,14,32,89,80,121,199,25,124,38,26,24,22,42,26,88,130,137,148,103,137,127,100,84,131,102,142,50,234,368,621,190,345,163
Chilodonellidae,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,63,33,13,27,33,38,31,35,314,61,16,337,157,206,160,125,70,60,94,60,171,59,17,4562,10,10,0,10,2,4,0,0,44,11,0,92,0
Chlamydodontidae,20,7,6,7,11,9,0,9,5,0,16,430,5,44,42,33,7,11,13,4,8,4,195,12,6,0,0,8,0,0,0,0,0,0,32,4,0,0,0,0,0,0,5,7,4,4,14,21,0,5,7,3,19,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0
Chlamydomonadales_X,4,10,4,7,19,29,18,30,11,0,12,6,6,4,15,8,8,6,3,6,3,12,23,12,26,6,10,14,10,6,6,12,0,0,7,3,0,2,3,3,0,8,0,3,7,0,0,0,0,0,0,0,0,6,3,0,3,3,0,3,4,0,9,13,4,4,8,0,7,0,3,15,5,4,0,5,0,0,0,8,3,2,3,4,0
Chlamydophryidae,129,97,34,223,231,185,205,192,119,93,260,148,86,130,89,39,313,161,147,165,57,93,121,53,154,214,102,131,142,56,111,115,112,53,237,62,97,48,49,68,118,57,100,110,66,68,189,112,71,19,42,63,29,20,47,121,32,41,30,26,55,0,20,18,9,9,19,14,42,16,10,106,148,88,50,89,46,34,24,138,30,49,71,48,341
Chlorarachnida_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Chlorellales_X,177,195,139,182,100,160,83,197,107,91,85,180,86,82,109,162,112,117,143,286,51,73,237,197,584,338,257,118,76,85,48,138,33,148,161,96,63,18,44,16,19,52,26,41,20,39,42,55,0,0,34,11,0,14,0,9,9,16,0,17,30,8,71,45,18,11,0,18,44,12,18,67,56,65,103,69,37,60,5,54,84,56,68,49,22
Chlorodendraceae,11,0,0,8,0,8,0,8,4,0,5,16,19,23,30,24,16,15,31,25,16,14,54,9,39,9,38,19,8,12,8,17,7,17,49,10,13,9,4,0,8,5,28,51,30,77,30,24,0,0,7,25,5,15,8,8,3,0,0,5,0,0,0,8,5,0,0,5,6,0,5,0,4,0,7,0,11,8,3,13,6,8,7,4,0
Chlorophyta_XXXX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Chloropicaceae,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choanoflagellatea_XX,0,4,0,2,0,5,0,0,0,0,6,0,2,5,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,11,0,0,0,5,6,0,0,0,2,0,0,12,0,4,0,2,0,3,0,0,0,7,0
Choanoflagellatea_XX_Group_L,3,0,4,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choreotrichida-Tintinnina_X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Choreotrichida_X,0,7,12,5,0,0,0,0,5,6,282,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
